"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,5,22,"",1.88392,0,0,0,0,0,0,0.137262,0.0291811,0,0,0,0.357799,1.05129,0.0820468,0.222286,0,0,0,0.00404975,0,0,0,0
"MtrElec",1,5,23,"",1.63793,0,0,0,0,0,0,0.163607,0.0291811,0,0,0,0.234805,0.932305,0.0711072,0.204494,0,0,0,0.00242985,0,0,0,0
"MtrElec",1,5,24,"",1.2046,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.801007,0.0492281,0.177807,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,6,1,"",0.975853,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.646179,0.0359443,0.177813,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,6,2,"",0.903715,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.590901,0.0359443,0.176065,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,3,"",0.857777,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.568886,0.0359443,0.167049,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,4,"",0.858612,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.565716,0.0359443,0.1636,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,5,"",0.836222,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0782685,0.539276,0.0359443,0.152743,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,6,"",0.910886,0,0,0,0,0,0,0,0.0291811,0,0,0,0.115539,0.584078,0.0289117,0.150341,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,6,7,"",1.41393,0,0,0,0,0,0,0.347725,0.0291811,0,0,0,0.156537,0.664831,0.0273489,0.184456,0,0,0,0.00384726,0,0,0,0
"MtrElec",1,6,8,"",1.76692,0,0,0,0,0,0,0.619632,0.0291811,0,0,0,0.15281,0.713887,0.0265675,0.219783,0,0,0,0.00506218,0,0,0,0
"MtrElec",1,6,9,"",1.42193,0,0,0,0,0,0,0.360909,0.0291811,0,0,0,0.12672,0.660905,0.0257861,0.213166,0,0,0,0.00526467,0,0,0,0
"MtrElec",1,6,10,"",1.26397,0,0,0,0,0,0,0.290681,0.0291811,0,0,0,0.108085,0.620371,0.0218791,0.189317,0,0,0,0.00445472,0,0,0,0
"MtrElec",1,6,11,"",1.20507,0,0,0,0,0,0,0.241649,0.0291811,0,0,0,0.100631,0.628275,0.0171908,0.183887,0,0,0,0.00425223,0,0,0,0
"MtrElec",1,6,12,"",1.16649,0,0,0,0,0,0,0.210301,0.0291811,0,0,0,0.0931768,0.628275,0.011721,0.18796,0,0,0,0.00587213,0,0,0,0
"MtrElec",1,6,13,"",2.40529,0,0,0,0,0,0,0.12728,0.0291811,0,0,0,0.0782685,0.628758,0.00937678,0.200328,0,0,1.32501,0.00708706,0,0,0,0
"MtrElec",1,6,14,"",2.02427,0,0,0,0,0,0,0.0668673,0.0291811,0,0,0,0.0782685,0.642693,0.00859538,0.193458,0,0.559643,0.439085,0.0064796,0,0,0,0
"MtrElec",1,6,15,"",1.32531,0,0,0,0,0,0,0.14795,0.0291811,0,0,0,0.0782685,0.666083,0.00859538,0.202887,0,0.185457,0,0.00688457,0,0,0,0
"MtrElec",1,6,16,"",1.18867,0,0,0,0,0,0,0.153477,0.0291811,0,0,0,0.0969038,0.686183,0.00937678,0.203014,0,0,0,0.0105293,0,0,0,0
"MtrElec",1,6,17,"",1.30056,0,0,0,0,0,0,0.141683,0.0291811,0,0,0,0.115539,0.77465,0.0148466,0.201369,0,0,0,0.023286,0,0,0,0
"MtrElec",1,6,18,"",1.50586,0,0,0,0,0,0,0.131191,0.0291811,0,0,0,0.163991,0.890989,0.0289117,0.222516,0,0,0,0.0390801,0,0,0,0
"MtrElec",1,6,19,"",2.97227,0,0,0,0,0,0,0.066248,0.0291811,0,0,0,0.313074,0.968866,0.0382885,0.247815,1.27235,0,0,0.0364477,0,0,0,0
